Text,DisplayName,Username,Timestamp,Link
"ノーコードを活用できていないスモビジ経営者は、危機感を覚えた方がいいかもです。  AIはもちろん、同等（もしくはそれ以上）にノーコードが事業に与える影響は凄まじい。  ノーコードを適切に使えれば、HP、アプリ、業務効率化ツール、なんでも超高速で開発できて、人件費の高いエンジニアを雇用 or","スモビジ開発ラボ","@yoshio_nocode","2025-01-30T08:42:40.000Z","https://x.com/yoshio_nocode/status/1884884927382225055"
"「ディープラーニングの数学」著者です。 この本に関しては、下記のプレゼン資料を公開しています。 自分でいうのもなんですが、結構よくできていると思います。 ご参考にしていただけると幸いです。","『ChatGPTで儲かるデータ分析』著者","@makaishi2","2025-01-02T21:18:25.000Z","https://x.com/makaishi2/status/1874928257633788158"
"【ベイズ推論を用いた本塁打数分布推定】 1. MLB打者データ取得 2. 打者データをPCAで7次元圧縮 3. KMeansで30グループにクラスタリング 4. ベイズ推論でグループごとのホームラン数推定  で分析してみました。  大谷選手は最も本塁打を打つグループに属してますね！ 今年は投手の分析できるの楽しみ！","タランチュラ | データサイエンティスト","@tarantula_ds_","2025-01-04T11:00:01.000Z","https://x.com/tarantula_ds_/status/1875497407229710467"
"完全に私見ですが、以下のあたりを押さえておくと良いのでは、と思っています。  ・プログラミング言語なにか(Pythonなら型ヒントも) ・ネットワーク関連(TCP/IPとかLANとか) ・データベース ・Webアプリケーションの作り方 ・Unix/Linuxシェル(Macならターミナル)","ほーきー(Hawkie)Vibe Coder & Analytics","@hawkymisc","2024-12-30T09:12:25.000Z","https://x.com/hawkymisc/status/1873658389076857090"
"しょーてぃーさんと一緒に作った生成AIサービスValue Discoveyは当時最低限の構成で、エンジニアでの業務経験がない私が1人で作れたので参考なるかと！","kazuki🄽Notion","@kzkhykw","2024-12-30T09:16:25.000Z","https://x.com/kzkhykw/status/1873659396838085019"
"何十回も言ってるけどDockerアレルギーをなくすには『入門 Docker』が最強  ・Progateのようにブラウザ上で動かせる ・ハンズオン形式で学べる ・解説が絶妙に分かりやすい ・しかも無料  僕もかつては大のDocker恐怖症でしたが、これを1周してかなり自信がつきました！   https:// y-ohgi.com/introduction-d ocker/ …","りょうま","@engineer_ryoma","2024-12-04T21:59:18.000Z","https://x.com/engineer_ryoma/status/1864429296347160769"
"「たった17分でコンピュータサイエンスの解説とかwww」とか見てたんですがすごく分かり易かった :D  「ポインタとかわからん」とか言ってる人は騙されたと思って見てみてください、これを見るか見ないかで世界が変わります(笑)  https:// youtube.com/watch?v=CxGSnA -RTsA … COMPUTER SCIENCE explained in 17 Minutes","emuty","@emutyworks","2024-11-23T12:49:25.000Z","https://x.com/emutyworks/status/1860304648583938363"
"こちらのnoteはそんな時代を見越して、「機械学習の全体像」がわかるように書いてみました！ 良ければどうぞ〜〜","ノムオ","@nomu_chem","2024-12-03T13:37:02.000Z","https://x.com/nomu_chem/status/1863940511255707679"
"落合陽一の論文速読法、マジでやばいわ。1ヶ月実践してみたけど、今まで1本30分かかってた論文が10分で把握できるようになったんだわ。重要な部分を即座に見抜けるようになって、インプット効率が3倍は上がったね。研究者や事業企画やってる人は絶対試す価値あるで。","ミロ","@ml0_1337","2024-12-02T00:00:01.000Z","https://x.com/ml0_1337/status/1863372514283638920"
"","ikkun","@0xikkun","2024-12-01T10:14:21.000Z","https://x.com/0xikkun/status/1863164728325054655"
"","タランチュラ | データサイエンティスト","@tarantula_ds_","2024-11-30T02:15:29.000Z","https://x.com/tarantula_ds_/status/1862681829473755215"
"【因果推論チートシート】 このチートシートは激アツです！  因果推論手法はたくさんあるけど、データにどれが適しているのか考えるのは難しいですよね。 引用元の記事はプロフィールの固定欄に固定しています。気まぐれで外すので是非チェックしてください。","タランチュラ | データサイエンティスト","@tarantula_ds_","2024-11-30T03:15:00.000Z","https://x.com/tarantula_ds_/status/1862696805999550559"
"【カテゴリ変数の変換方法まとめ】 カテゴリ変数をどう処理するかは、特徴量エンジニアリングの醍醐味ですね。  代表的な変換方法を6つまとめました！ 他にもこんな方法知っている、という方はコメントで教えてください！","タランチュラ | データサイエンティスト","@tarantula_ds_","2024-11-27T23:00:02.000Z","https://x.com/tarantula_ds_/status/1861907864022925622"
"日本語の文書画像解析、OCRに対応したPythonパッケージ「YomiToku」を公開しました。  独自に学習したAIが搭載されており、ローカルサーバーでPDFや文書画像の解析、OCRや表の構造解析、レイアウト解析が可能です。結果はHTMLやCSV, JSON, Markdownといった形式でエクスポート可能です。","Kotaro Kinoshita / MLism","@KINOCOAI","2024-11-26T12:26:34.000Z","https://x.com/KINOCOAI/status/1861386062175838303"
"機械学習に必要な数学独学のイージーモード化が進んでいる。  ルベーグ積分：吉田ルベーグ   代数学：永井 集合と位相： 集合・論理と位相  線形代数：東京図書斎藤   微分積分：黒田  圏論：ベーシック圏論   代数幾何：永井  複素解析：吉田複素関数の基礎","@n_o_to","·","2024-11-26T12:31:10.000Z","https://x.com/n_o_to/status/1861387220344857079"
"まずは触ってみることが大切！！","奥山幸生@即戦力AI人材を派遣する『AI顧問』","@okuyama_ai_","2024-11-27T06:07:46.000Z","https://x.com/okuyama_ai_/status/1861653120121741523"
"わかりやすいのに 知識が爆増する本１２選〈その１〉","ぶっくま本をつなぐ人 × 読書プロデューサー","@Book_Meyer","2024-06-09T22:00:01.000Z","https://x.com/Book_Meyer/status/1799924438831399117"
"【データサイエンス重要ライブラリまとめ】 Pythonにおけるデータサイエンス関連のライブラリをまとめたよ  ここにあるライブラリを全て利用できるようになっていれば、ほとんどの分析は実装できるレベルだと思うよ  みんなも少しずつ、利用できる範囲を広げていこう！","タランチュラ | データサイエンティスト","@tarantula_ds_","2024-06-03T03:12:41.000Z","https://x.com/tarantula_ds_/status/1797466407682334883"
"有名大学が公開しているビジネススキルが上がる有益資料をまとめました。各URLはスレッドへ。  ① 解像度を上げる (東大) ② 統計入門 (京大) ③ 150 分で学ぶ高校数学 (東大) ④ Python講座 (筑波) ⑤ ChatGPT活用術 (慶應) ⑥ 英会話講座 (外語大) ⑦ CS50 (ハーバード) ⑧ 仮説思考(東大)","かずなり | 生成AI×ビジネスハック","@MacopeninSUTABA","2024-05-29T22:34:21.000Z","https://x.com/MacopeninSUTABA/status/1795946812026900529"
"行ってよかった美術館ランキング  1位 2位　三鷹の森ジブリ美術館/東京 3位　箱根彫刻の森美術館/神奈川 4位　国立西洋美術館/東京 5位　デジタルアートミュージアム /東京 6位　国立新美術館/東京 6位　森美術館/東京 8位　砂の美術館/鳥取 9位　富山市ガラス美術館/富山 10位  大塚国際美術館/徳島","ゆい｜海運女子","@yui_journey","2024-05-23T23:37:09.000Z","https://x.com/yui_journey/status/1793788289994104841"
"【ネガティブ感情を活かせれば、誰でも努力できるって話。(1/6)】","コルク","@corkagency","2024-05-23T08:42:21.000Z","https://x.com/corkagency/status/1793563103663468807"
"俺がお前らに、AIとは何か教えてやる","Takato Honda 本田崇人","@t_honda","2024-05-21T13:37:05.000Z","https://x.com/t_honda/status/1792912501203460215"
"東京大学が公開しているビジネス能力が上がる資料をまとめました。各URLはスレッドへ  ① わかりやすい説明のための10の鉄則 ② 解像度を上げる ③ ChatGPTの活用 ④ Python入門 ⑤ 150分で学ぶ高校数学の基礎 ⑥ ビジネス仮説検証 ⑦ AWS入門 ⑧ データサイエンス入門","かずなり | 生成AI×ビジネスハック","@MacopeninSUTABA","2024-05-07T23:44:37.000Z","https://x.com/MacopeninSUTABA/status/1787991960927817759"
"ガチでこういうのずっと待ってた  いや、本当にこういうのでええのよ。。。  「最新のReactとGoを用いた簡単なアプリを作りたい」  っていうこの純粋な望みを叶えてくれる動画がマジでなかなか見つからなかった","Koder@海外Tech速報","@koder_dev","2024-05-07T11:57:14.000Z","https://x.com/koder_dev/status/1787813943018434883"
"ついにClaudeがスマホで使えるようになりました  これは全人類ダウンロードした方が良い。  ブックマーク保存をおすすめします↓","あるる ChatGPT × AIツール","@chatgptair","2024-05-02T22:00:04.000Z","https://x.com/chatgptair/status/1786153709103431890"
"ゼロからAI開発を目指すなら以下のステップ踏んでください．  0. タッチタイピング 1. Git&Docker 2. Python基礎 3. データサイエンスのためのPython 4. 統計学 4.5. (数学) 5. 機械学習 6. 深層学習  これでようやく生成AIの原論文読んで実装して楽しいことができるようになる  全部講座作ってます","かめ@日本一のAI講座/コミュニティ"DataScienceHub"やってます","@usdatascientist","2024-05-02T11:08:00.000Z","https://x.com/usdatascientist/status/1785989612227494280"
"『桁違いに読書の質が上がる超簡単な読書法』というnoteを書きました。","ふろむだ","@fromdusktildawn","2024-04-25T22:45:37.000Z","https://x.com/fromdusktildawn/status/1783628458796433852"
"【全国のAI推進派の皆様へ】 AI触ったことない人にChatGPTとかのAIツールを目の前で使って見せる機会、結構あるのでは？  僕の経験に基づく「AIの凄さがわかりやすい事例ランキング」を理由やコツと一緒に置いておく。全国のAIやDX系の営業の人とかよかったら参考に  1位： ChatGPTでの英訳","usutaku","@usutaku_channel","2023-12-26T01:06:26.000Z","https://x.com/usutaku_channel/status/1739452574988927317"
"AIで作った動画でYouTubeの収益を得ている人が大勢います  ChatGPTを使えば超簡単に動画を作成可能  作成方法はこちら：  ブックマーク保存をおすすめします↓","あるる ChatGPT × AIツール","@chatgptair","2023-11-25T22:00:18.000Z","https://x.com/chatgptair/status/1728534101203063117"
"Chat GPTの時代は終わりました  Google ChromeのAI機能で生産性が10倍になります  便利すぎるAI Chromeの拡張機能8選：  ブックマーク保存をおすすめします↓","あるる ChatGPT × AIツール","@chatgptair","2023-11-18T10:00:03.000Z","https://x.com/chatgptair/status/1725816125651661050"
"引っ越しの時期なので、おすすめの家具選手権  入選","坊主","@bozu_108","2023-11-14T05:45:00.000Z","https://x.com/bozu_108/status/1724302389056844114"
"買ってよかった、得したもの選手権  最優秀賞、金賞、入選、入選","坊主","@bozu_108","2023-11-13T06:00:00.000Z","https://x.com/bozu_108/status/1723943777998688453"
"""But all my races are very close to VO2max, relying almost exclusively on Carbohydrate. Why should I care about 'fat burning'?""  A very common misunderstanding is the thought that VO2max is the top of the intensity pyramid.   Your VO2max - your maximal Oxygen Uptake is the sum of","Alan Couzens","@Alan_Couzens","2023-09-26T14:01:36.000Z","https://x.com/Alan_Couzens/status/1706670358915694764"
